"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RP11-138A9.1",0.561546311475409,5.170493828125,2.13507561838807,0.0346297176367263,0.0576712425699782,-4.61233090451895
"UNC5A",0.195683893442623,3.8126837109375,2.13501245920601,0.0346349798170419,0.0576759222101973,-4.61246067618577
"MIR6513 /// TMBIM1",0.276761994535516,8.876277109375,2.13492337384289,0.0346424032416121,0.057684199946387,-4.61264371168008
"BTN3A3",0.53288736338798,6.7037491015625,2.1348865974216,0.0346454681974243,0.057685219595315,-4.61271927073253
"COX4I2",0.218759508196719,4.57572515625,2.13477650591279,0.0346546446507968,0.057696414113877,-4.61294545216253
"KBTBD11",-0.709270409836068,6.103341640625,-2.13434452012478,0.0346906722352966,0.0577468429313359,-4.61383285582168
"ZER1",0.175246372950818,4.90226794921875,2.13432734284715,0.0346921054877487,0.0577468429313359,-4.6138681386608
"SLC11A1",0.167343788706739,4.56915427083333,2.13432501444088,0.034692299771249,0.0577468429313359,-4.61387292128328
"NPM3",0.448854945355194,5.699888203125,2.13426142951975,0.0346976056954103,0.0577515877118428,-4.61400352490805
"MYH8",0.153510040983606,2.3713242578125,2.13378620990246,0.0347372832025366,0.0578135367197609,-4.61497951269585
"LINC00708",0.292112240437157,2.6152328125,2.13369403001436,0.0347449841144406,0.0578222618249235,-4.615168804762
"MDFIC",0.337598551912567,5.40522028645833,2.13299804304488,0.0348031760273615,0.0579150063791951,-4.61659777312272
"GRIN2C",0.191149781420766,4.26862296875,2.13272965013425,0.0348256390118867,0.0579482864916573,-4.61714870903876
"EXOSC4",0.214029289617482,7.50495333333333,2.1323991527213,0.0348533170005454,0.0579902388124524,-4.6178270394692
"CPED1",0.309887090163934,7.6213761328125,2.13183438344153,0.034900658406936,0.0580648996060787,-4.61898597522408
"LOC100506639 /// ZNF131",0.165934098360653,5.0671769375,2.13175603319192,0.0349072304491579,0.0580717258568534,-4.61914673139436
"SCOC",-0.295171666666667,7.402018671875,-2.1315123989361,0.0349276733930337,0.0581016251647325,-4.61964657605755
"ZNHIT6",0.182695655737703,4.577434296875,2.13145283660454,0.0349326727415662,0.0581058318869615,-4.61976876717024
"RHOV",-0.450596994535521,4.87805140625,-2.13084804979475,0.0349834703695831,0.058186211943469,-4.62100929689382
"LOC101929116",0.312582267759562,2.591841640625,2.12995736417427,0.0350583975404716,0.0583067112255616,-4.62283566073603
"RP11-333O1.1",0.238036366120217,3.400430078125,2.12936082692073,0.0351086575129901,0.0583861715835061,-4.6240584712191
"GPC6",0.189309999999995,7.02438359375,2.129290931875,0.0351145504408223,0.0583918429276118,-4.62420172452436
"RBM24",0.709219453551913,2.777583125,2.12870756120677,0.0351637683819269,0.0584695533646462,-4.62539720024857
"NPTN-IT1",0.434972568306012,6.0283215625,2.12803698554436,0.0352204172272267,0.0585596078880512,-4.62677100418539
"MCMDC2",0.109442349726776,2.40694890625,2.12787436359132,0.0352341670584285,0.0585783282119345,-4.62710410593535
"CYP2C8",-0.282967404371588,8.749630859375,-2.12761688320521,0.0352559467322653,0.0586103949069042,-4.62763145956507
"RPL23 /// SNORA21",0.233257595628416,7.8678028125,2.12735611112668,0.0352780166884196,0.0586429396078612,-4.62816549439394
"LOC100506725",0.363594863387977,2.9316346875,2.12684615912941,0.0353212099888604,0.0587105907376676,-4.6292096481826
"MRC2",0.298814863387977,6.57008625,2.12680956158364,0.0353243115822482,0.0587114718109901,-4.62928457462807
"DAW1",0.268963989071037,2.47819296875,2.12678099732656,0.0353267325284495,0.0587114718109901,-4.62934305362302
"KRTAP2-1 /// KRTAP2-2",0.215168196721311,2.5827621875,2.12664438884451,0.0353383126776586,0.0587265678074282,-4.62962271913591
"LOC100310756",-0.249907650273227,7.0681784375,-2.12616410859708,0.0353790515156906,0.058790115278299,-4.63060581815888
"RP1-151F17.2",-0.383715409836067,7.35540125,-2.12605163857333,0.035388597422818,0.0588018234817859,-4.6308360062779
"APOH",0.249212103825133,11.332166953125,2.1259632491131,0.0353961010492456,0.0588101368097101,-4.63101690165896
"MGST1",-0.154717819672134,9.620267578125,-2.12591774661926,0.0353999644175836,0.0588124011514845,-4.63111002304877
"LINC01271",0.216431338797813,3.254404453125,2.12574188959772,0.0354148988989682,0.0588320302122727,-4.63146989905169
"HS3ST5",0.221296420765027,4.066251484375,2.12571971861647,0.035416782133315,0.0588320302122727,-4.63151526805464
"CEP95",0.147696407103825,3.7567535546875,2.1255226117047,0.0354335284722513,0.0588556913606885,-4.63191859319658
"OSTCP1",0.15452450819672,2.028546171875,2.12507184078166,0.0354718519692965,0.0589151866618073,-4.63284084102276
"LOC102723479",0.231644617486337,2.934844609375,2.1249377167435,0.0354832617870265,0.0589299757965587,-4.6331152148364
"SARAF",-0.157445081967216,11.04368515625,-2.12467698674486,0.0355054509298337,0.0589596101239488,-4.63364853675104
"CTD-2302E22.4",0.18317237704918,2.020721171875,2.12466913941505,0.035506118953895,0.0589596101239488,-4.6336645874795
"GNAT3",0.186766857923497,2.267098828125,2.1244690209131,0.035523158220014,0.0589837402989573,-4.63407388609143
"ACAD11 /// NPHP3 /// NPHP3-ACAD11",-0.306206857923502,9.405264921875,-2.12415809391458,0.035549646373226,0.0590235551812986,-4.63470974794414
"ATXN1",0.249967289617484,5.57620240625,2.12388695161028,0.0355727591435363,0.0590577606448772,-4.63526417721683
"VTCN1",0.677838360655737,4.1013496875,2.12383316185195,0.0355773458427502,0.0590612065373718,-4.635374158174
"RBFA",0.149800437158471,5.066864375,2.12353177663019,0.0356030546631357,0.0590997138596197,-4.63599033590987
"RPL8",-0.229098360655744,11.198390625,-2.12346070092965,0.0356091199118559,0.0591056104676677,-4.63613563727479
"RPRD1B",0.149572527322404,6.2741371484375,2.12342051312701,0.0356125497347341,0.0591071321544666,-4.63621779193415
"PCDH8",0.196701120218579,1.763407421875,2.12289068661008,0.0356577943712061,0.0591780499301981,-4.63730076407477
"LOC101928298",0.186513989071037,2.1597178125,2.12276036114415,0.0356689311369079,0.0591923559119504,-4.63756711237719
"HSPA13",-0.415504180327871,6.067777578125,-2.12240131787454,0.0356996281617902,0.0592391177060326,-4.63830081617439
"S100A5",-0.228915464480878,4.75877328125,-2.12220278812022,0.0357166115907348,0.0592621154097552,-4.63870646142884
"C8orf48",0.302848306010927,3.371445625,2.12217367294632,0.0357191028638181,0.0592621154097552,-4.63876594793576
"CYB561D2",0.171074344262292,5.626785234375,2.12215096089486,0.0357210463505144,0.0592621154097552,-4.63881235141009
"LNP1",0.348061775956284,6.281478046875,2.12201632211966,0.035732569361703,0.0592770511628759,-4.63908742524131
"AGRP",0.19895426229508,5.63113328125,2.12195849240878,0.0357375196812183,0.0592810820863427,-4.63920556927192
"LOC100506076 /// LOC100506123",0.575725491803277,4.223188359375,2.12188650273505,0.0357436829438742,0.059285123833596,-4.63935263740583
"LINC00934",0.238487540983606,2.8452784375,2.1218711495728,0.0357449974950776,0.059285123833596,-4.63938400187074
"DUOXA2",0.321531174863389,5.626597734375,2.12171261345139,0.035758573935951,0.0593009354117038,-4.63970785767198
"PMS2P4",0.225037868852459,2.35009421875,2.12170094417996,0.0357595734244981,0.0593009354117038,-4.63973169463667
"ERCC6L",0.24185907103825,3.46225359375,2.12121259888973,0.0358014224606233,0.0593661489194768,-4.64072913399392
"TAF8",0.132833754098358,4.330793171875,2.12093024783176,0.0358256379715161,0.0594021152689501,-4.64130573495232
"CASC17",0.230905901639344,3.2191871875,2.12078331647869,0.0358382449572637,0.0594188299305542,-4.64160576133124
"ACTL6B",-0.155046912568305,3.564700078125,-2.12070475760639,0.0358449870258825,0.0594258190490418,-4.64176616661747
"DHRS13",0.234128005464479,6.363209921875,2.12021929891922,0.0358866742704048,0.0594907371609755,-4.6427572766282
"RNASEH1",0.209066284153004,6.31906796875,2.12013454627536,0.0358939564246016,0.0594986154842927,-4.64293028550675
"BC036209",0.173776338797814,1.82263390625,2.11993181612105,0.0359113806660805,0.0595233032604801,-4.64334410031918
"MYL12B",0.228168142076498,10.31163609375,2.1199002902773,0.0359140909031747,0.0595236007358656,-4.64340844787071
"COX6B1",0.204849808743168,9.939169140625,2.11980718754704,0.035922095857607,0.059532672954546,-4.64359847509346
"PCDHGB7",0.17975650273224,2.55019625,2.11962825773688,0.0359374845286771,0.0595539798572878,-4.64396365773133
"PCDHGC3",0.14490275956284,4.157044609375,2.11902180637448,0.0359896840475961,0.0596362807383022,-4.64520116673517
"ZFYVE19",-0.28155087431694,6.80734015625,-2.11896737974927,0.0359943719453913,0.059639846999338,-4.64531221215519
"SFXN2",0.244883387978143,5.6645078125,2.11877068085366,0.0360113184917176,0.0596637229448575,-4.64571351031509
"STAC3",0.222704016393439,5.314254765625,2.1187288176285,0.0360149260958641,0.0596654970609794,-4.64579891370933
"CDADC1",0.219877943989069,5.56783408203125,2.11861606608934,0.0360246441197713,0.0596758663898624,-4.64602892552701
"BC042811 /// RP11-340I6.8",0.311176885245901,3.36497546875,2.11859732479612,0.0360262596458187,0.0596758663898624,-4.64606715643908
"PAFAH1B3",0.268285109289618,5.934442578125,2.11852575777551,0.036032429399355,0.0596818830614668,-4.64621314519552
"MYLK-AS1",0.246181803278687,4.45361703125,2.11831284980635,0.0360507894667421,0.0597080887442979,-4.646647426564
"FLCN",-0.188531086065577,4.94971880859375,-2.11817162497726,0.0360629724061763,0.0597240607656152,-4.64693546900699
"ELAVL1",-0.173153975409836,5.7348626171875,-2.11756081899342,0.0361157052570871,0.0598071807115883,-4.64818106387809
"LRFN5",0.339821229508196,2.712832109375,2.11733610826928,0.0361351219832148,0.0598351217294573,-4.64863922415188
"TMCO6",0.367240409836064,7.639971015625,2.11642888555357,0.0362136045305356,0.0599608573430621,-4.65048848967645
"SNX5",0.119904002732237,6.32269600260417,2.11625870407443,0.0362283430481643,0.0599810381875845,-4.6508353020349
"NFE4",0.190472486338797,3.189877421875,2.1161345276395,0.0362391005757925,0.0599946255749024,-4.65108834442936
"HCN1",0.149042732240437,2.9798096875,2.11574303413349,0.0362730340775075,0.0600465766823604,-4.65188602554253
"SPATA31A1 /// SPATA31A3 /// SPATA31A5 /// SPATA31A6 /// SPATA31A7",0.266483114754099,2.96499671875,2.11564096097311,0.0362818859790525,0.0600544166986756,-4.65209398039716
"TTLL3",0.194359772313295,4.448203046875,2.11562953745578,0.0362828767554498,0.0600544166986756,-4.65211725308163
"LINC00326",0.175929016393441,2.57608234375,2.11551441611918,0.0362928626796158,0.0600667180511268,-4.65235177873007
"CHRNA2",0.24575781420765,5.66712125,2.11545479234019,0.0362980355326415,0.0600710523309687,-4.65247323985274
"SMARCA5",0.340600437158468,6.05003645833333,2.11540809470089,0.0363020873806493,0.060073530935965,-4.65256836657649
"CTB-176F20.3",0.199450655737703,3.56966640625,2.11528333841129,0.0363129141128232,0.0600872196379345,-4.65282249523707
"MSH3",-0.226129945355195,5.8688415625,-2.1152397653885,0.0363166961688176,0.0600892503616313,-4.65291125022503
"CBLB",0.254695810564662,4.6182975,2.11467068982333,0.0363661220409384,0.0601667972990203,-4.65407025800727
"TRAPPC3",-0.259529863387979,7.475262265625,-2.11443014376381,0.0363870315977088,0.0601971571483513,-4.65456007868826
"ATP7B",0.320216475409836,7.852536328125,2.11427046730177,0.0364009172568283,0.0602158935068647,-4.65488519700207
"CPSF2",0.184366648451729,5.91196890625,2.1139781185812,0.0364263520945914,0.0602537310123629,-4.65548039083739
"C11orf42",0.189210464480872,3.740807890625,2.11385636677016,0.0364369492277777,0.0602670215075479,-4.65572824315256
"WNT8A",0.207857759562841,3.83582609375,2.11277934626997,0.0365308075997453,0.0604180152412636,-4.6579201729162
"TMEM178A",0.509537049180325,6.7015375,2.11169818558045,0.0366252362841049,0.0605675687952563,-4.66011948057463
"NRXN2",0.308312062841529,3.9997491015625,2.11168506966522,0.0366263831196824,0.0605675687952563,-4.66014615465022
"WDR74",0.150008460837888,5.806350703125,2.11158060254502,0.0366355186699189,0.0605784166982911,-4.66035860581629
"RNASE6",0.65073658469945,7.427556640625,2.11100708115568,0.0366857075599576,0.0606571417792762,-4.66152478172274
"C20orf62",0.143136912568305,3.282605703125,2.11085054567729,0.0366994162769931,0.0606739459648994,-4.6618430234846
"FAM170A",0.23391407103825,3.427526015625,2.11083073709572,0.0367011513436294,0.0606739459648994,-4.66188329341123
"HMOX1",0.43458232240437,8.385679609375,2.11080267090019,0.0367036098294468,0.0606739459648994,-4.66194035007998
"PEX11A",0.28300405737705,7.0696357421875,2.11064079044347,0.0367177926761465,0.0606931255705226,-4.66226942823573
"SLC18A3",0.347463142076502,3.774029140625,2.11042501597802,0.036736704685705,0.0607201190588743,-4.66270802803831
"COLGALT2",0.188934590163933,3.82395078125,2.1102396934681,0.0367529543687725,0.0607427086468645,-4.66308469545238
"TTC6",0.280551183970856,3.66367145833333,2.10996107702276,0.0367773960234407,0.0607788332259223,-4.66365092441609
"HCFC1",0.203844107468122,5.039193359375,2.10992800203436,0.0367802984597609,0.060779359219671,-4.66371813769851
"HIST1H4F /// HIST1H4G",0.181452158469946,2.107999921875,2.10985485713139,0.036786717860458,0.0607856965068127,-4.66386677549987
"IZUMO2",0.230006857923496,4.002486953125,2.10973404491016,0.0367973227919556,0.0607989485118929,-4.66411226755858
"RP11-151E14.1",0.187403606557376,2.9163690625,2.10943029919783,0.0368239973151451,0.0608357017420956,-4.66472942498686
"LTA",0.268773661202187,5.3834415625,2.10942184444039,0.0368247400383595,0.0608357017420956,-4.66474660236872
"SLC38A6",0.570542513661203,6.162275,2.10936206621566,0.0368299917311421,0.06084010433463,-4.66486805090294
"LOC100507560",0.18805057377049,5.143600703125,2.10913381539692,0.0368500501728131,0.0608680244068172,-4.66533174753412
"ATP11C",-0.24831549180328,6.425211796875,-2.10911084624652,0.0368520691986853,0.0608680244068172,-4.66537840728276
"BHMT2",-0.317594316939893,8.78568125,-2.10863408255379,0.0368939990318091,0.0609330002968998,-4.66634680247866
"GRAMD2",0.210889344262294,4.01593890625,2.10806542014212,0.0369440648020556,0.0610114031838468,-4.66750159380675
"LOC101928271",0.140344180327869,1.728585546875,2.10734278464042,0.0370077709940372,0.061112320001387,-4.66896864125012
"UXT",0.188791939890708,9.729168984375,2.10723407096951,0.0370173631714779,0.0611238684213115,-4.66918930403239
"LINC00672",0.293633333333332,4.0135659375,2.10702896882813,0.037035465863426,0.061149466978433,-4.66960558345624
"IFRD2",0.230758879781416,8.157300390625,2.10681805346378,0.0370540895931039,0.0611759221697181,-4.67003362207735
"PQLC2",0.235334972677592,5.88519697916667,2.10677523380126,0.0370578715345002,0.0611778717267806,-4.67012051683441
"RP11-432J9.6",0.311487978142077,3.8729303125,2.10656072751527,0.0370768222796298,0.0612048610343131,-4.6705557937183
"NOSIP",0.217293879781419,7.0097815625,2.1061678856274,0.0371115498802979,0.0612554838624043,-4.67135284257041
"GRB10",0.210871700819669,6.40806708984375,2.10614697142325,0.0371133995012125,0.0612554838624043,-4.67139527214565
"ECEL1",0.179816994535519,5.23177140625,2.10612546145997,0.03711530189299,0.0612554838624043,-4.67143890995372
"RP11-29P20.1",0.239854153005465,1.98703265625,2.10609493028644,0.0371180022860393,0.0612556422795148,-4.67150084860565
"TLX2",0.167316448087431,3.80641015625,2.10604726897401,0.0371222181280529,0.0612583014363154,-4.671597537529
"DYNC1H1",0.147585398126463,4.59310090401786,2.10592906305579,0.0371326757146284,0.0612701744797104,-4.67183732914075
"ERVH-6",0.176562616120218,5.20217166015625,2.10590705330359,0.0371346231806238,0.0612701744797104,-4.67188197656671
"CXCL1",0.666103087431693,4.326371171875,2.1058290892023,0.0371415223047244,0.0612772590212624,-4.6720401255224
"TYRP1",0.34931893442623,1.893264609375,2.1056343568493,0.0371587591945184,0.0612990244490058,-4.67243511317389
"CLGN",1.10803325136612,4.283015859375,2.1056211628488,0.0371599273211703,0.0612990244490058,-4.67246187414633
"RP11-7F17.4",0.16067368852459,1.730542109375,2.10552596175642,0.0371683568570695,0.0613073806255201,-4.67265496286172
"NEDD4L",0.313743572404371,5.99923267578125,2.10550507923238,0.0371702061105407,0.0613073806255201,-4.67269731611524
"GLB1L",0.268657978142076,5.46373296875,2.10527610971783,0.0371904877208511,0.061336531182555,-4.67316167889339
"RP11-669M16.1",0.271951092896175,3.12512671875,2.1051260988875,0.0372037805130841,0.0613541521292763,-4.67346588355797
"CARD18",0.223675655737704,2.812250859375,2.10504253621139,0.0372111869612702,0.0613620638946278,-4.67363533025462
"TMEM41B",0.264207349726778,8.672464296875,2.10486695876149,0.0372267531330385,0.0613824039459295,-4.67399134218627
"ERF",0.303017336065578,5.8188208984375,2.10484453941711,0.0372287411687366,0.0613824039459295,-4.67403679907003
"LOC100130093 /// SNAP47",0.20516240437158,7.61719375,2.10465008444478,0.0372459883020474,0.0614065361603921,-4.67443105199244
"METTL25",0.203285245901638,6.83809625,2.1045206749289,0.0372574700581603,0.0614193643077001,-4.67469340792721
"LINC00167",0.211955792349725,3.32149703125,2.10450352478937,0.037258991919314,0.0614193643077001,-4.6747281758083
"ZKSCAN1",-0.438148736338801,8.31786115234375,-2.10405425925577,0.0372988777085116,0.0614808048009106,-4.67563886198678
"MRPS11P1 /// MRPS11P1",0.198188306010928,2.5480265625,2.10400046644268,0.0373036558975451,0.0614843718787849,-4.67574789083942
"SPTY2D1",0.220380122950815,5.4679723046875,2.10372233783561,0.0373283692985437,0.0615207936305619,-4.67631156856029
"BCAR1",0.208532295081968,5.15713734375,2.10344179889185,0.0373533111518955,0.0615528046381268,-4.67688006079852
"RP11-5C23.2",0.248525628415299,4.37132765625,2.10343488670408,0.0373539258743001,0.0615528046381268,-4.67689406696261
"WNK2",0.17273828324226,4.7633633984375,2.10341557436402,0.0373556434270673,0.0615528046381268,-4.67693319932404
"ORC6",0.385552759562839,6.296336640625,2.10313912770897,0.0373802368046226,0.0615890136353571,-4.67749332308176
"PARP11",0.19677373406193,4.31343385416667,2.10287929627943,0.0374033647578122,0.0616228032434676,-4.67801971916722
"PTH",0.171147322404371,1.853048125,2.10282182708703,0.0374084818331841,0.0616269169094691,-4.67813613859965
"TTI2",0.211296557377046,5.86179203125,2.10257776797193,0.0374302196504628,0.0616584091734756,-4.67863051342679
"RP11-171I2.4",0.199251803278689,3.126331875,2.10203871445229,0.0374782705187841,0.0617332392045523,-4.6797222496009
"THEG",0.213434726775955,3.842981640625,2.10192851194373,0.0374881004312995,0.0617451065927285,-4.67994540874491
"BCL10",0.222842686703095,4.64497971354167,2.10131622022899,0.0375427564437414,0.0618302968620504,-4.68118509533927
"BSCL2 /// HNRNPUL2-BSCL2",0.184025519125681,7.67042265625,2.1012700682452,0.0375468789634852,0.0618302968620504,-4.68127852405467
"FAM210B",0.284915163934423,8.951152265625,2.10126076958439,0.0375477096122732,0.0618302968620504,-4.68129734775762
"DTX3L",0.287704890710382,9.137885390625,2.10123055401592,0.0375504088763244,0.0618304128235192,-4.68135851397329
"C6orf147 /// KHDC1",0.175896721311475,2.3763715625,2.10097093637973,0.0375736083257924,0.0618632265623698,-4.68188403133662
"CAMKK1",0.221885846994534,5.50102328125,2.10094868188969,0.0375755975625006,0.0618632265623698,-4.68192907599813
"METTL20",-0.293125584699454,4.48462834375,-2.10083141046539,0.0375860814669913,0.0618761556732439,-4.68216643429505
"OXGR1",0.328630327868852,2.97136578125,2.10062010612783,0.0376049781403703,0.061902931541259,-4.68259408473337
"NDRG1",0.431060710382513,8.17669140625,2.10058662015703,0.0376079734978761,0.0619035297550596,-4.68266185197043
"FTX",-0.96828816939891,6.150518671875,-2.10025505846205,0.037637643146868,0.0619480312676232,-4.68333279555241
"FBXL3",0.167574658469943,6.2411429296875,2.10013912134096,0.0376480224806841,0.0619607787240705,-4.68356738094634
"CAMK2D",0.209792169398908,6.165567828125,2.10004684806888,0.0376562850560334,0.0619700408982581,-4.68375407663014
"ORAOV1",0.155234959016392,4.7106258203125,2.10000436895097,0.0376600893572226,0.0619719654153694,-4.68384002167394
"ZNF432",0.28226275956284,5.898273359375,2.09950845590759,0.0377045263052093,0.0620380871243487,-4.68484324794664
"LINC00523",0.213927732240435,5.828793203125,2.09949707568132,0.037705546574939,0.0620380871243487,-4.6848662674144
"AK131021",0.241493087431692,3.455664765625,2.09929827917082,0.0377233730819008,0.0620630760273019,-4.68526836627284
"LOC101927701",0.23128407103825,2.811524296875,2.09920451382882,0.0377317837370227,0.0620725714132178,-4.6854580098637
"LIPA",0.394356912568297,10.979854765625,2.09897291862267,0.0377525645054646,0.0621024141256488,-4.68592638514618
"VN1R3",0.227601120218579,2.361963984375,2.0986432288612,0.0377821641738171,0.062144403325801,-4.68659306240883
"RP5-935K16.1",-0.280442185792348,6.374501875,-2.09862975294728,0.037783374471044,0.062144403325801,-4.68662031044821
"RP11-319E16.2",0.239089016393442,4.78580171875,2.0985770874002,0.0377881047830624,0.0621478375286782,-4.68672679760697
"MAGEB3",0.213957650273223,2.70274671875,2.09854008323248,0.0377914287267476,0.0621489584430922,-4.68680161673059
"MIR6883 /// PER1",0.268117875683058,5.92194443359375,2.0983676206686,0.037806923702149,0.0621700933702401,-4.6871503043883
"CRYGN",0.220993852459015,3.058564765625,2.09808073404965,0.0378327112681877,0.0622081494007114,-4.68773027720968
"ZNF740",0.136897358834242,4.57688473958333,2.09775952513937,0.0378616019425886,0.0622513021803345,-4.68837954844844
"CTD-2373J6.1",0.19489150273224,2.167849296875,2.09762421953669,0.0378737774920321,0.062266968168083,-4.68865301879139
"GPR39",0.199862158469943,4.69801861979167,2.09749933195343,0.0378850185598911,0.0622777135044156,-4.68890541833454
"C1orf95",0.294728551912567,4.066563984375,2.09749277254196,0.0378856090485195,0.0622777135044156,-4.68891867460849
"RP11-554J4.1",0.353977486338796,5.379373125,2.09691184123849,0.0379379368227834,0.0623593734063781,-4.69009255696333
"SPA17",0.519678797814207,3.5367221875,2.09670499702211,0.0379565834592944,0.062385663379637,-4.69051045179473
"PCDHB5",0.341960491803278,3.48188109375,2.09626636821499,0.0379961511525511,0.0624463332477117,-4.6913965020171
"LA16c-395F10.2",0.232068442622949,3.722745234375,2.09615768316565,0.0380059608640195,0.0624580910789364,-4.69161602401722
"FXYD4",0.207359426229508,3.473024453125,2.09564584969337,0.0380521873018537,0.0625296894668901,-4.69264968207096
"LOC100506882 /// USP32",0.228365027322403,4.74048875,2.0953759233552,0.0380765852768681,0.0625654104870712,-4.69319470882654
"ACP6",0.27047244535519,6.0145748828125,2.09509910845679,0.0381016198664752,0.0625967809577245,-4.69375357664627
"TMEM11",0.219314808743169,6.98300109375,2.09507726021957,0.0381035963803519,0.0625967809577245,-4.69379768360727
"LOC101926975",0.331649781420765,2.76701203125,2.09501704239588,0.0381090444784012,0.0625967809577245,-4.69391924840863
"FAM217B",0.359543715846995,6.6153934375,2.09500413009401,0.0381102127826607,0.0625967809577245,-4.69394531470807
"PRSS58",0.225001666666666,3.694248046875,2.09499500854508,0.0381110381184016,0.0625967809577245,-4.69396372845495
"PRAMEF11",0.323165355191256,4.3552353125,2.09498829537505,0.0381116455490908,0.0625967809577245,-4.69397728033943
"SAR1A",0.172846921675771,7.29767583333333,2.09476653921866,0.0381317154895581,0.0626253717138752,-4.69442491696311
"C10orf126",0.162214836065574,1.788976015625,2.0945363134728,0.0381525615839957,0.0626552330998171,-4.69488960346205
"DDX42",0.127480901639344,4.612695234375,2.09439154979553,0.0381656744213848,0.0626723914257467,-4.69518176931945
"CCL24",-0.442614590163936,4.39891296875,-2.09376279192644,0.038222672922635,0.0627616075914811,-4.69645052610717
"NPFFR2",0.240183032786884,2.925089453125,2.09372516416329,0.03822608629565,0.0627628306927531,-4.6965264430655
"C14orf93",0.211228032786883,5.24993171875,2.09352660494667,0.0382441027812673,0.0627880285784872,-4.69692703072647
"DBH",0.244909562841529,5.69473359375,2.09329838462218,0.038264819619795,0.0628176559962014,-4.69738741500845
"TCL6",0.141125109289615,3.194270703125,2.09265309256779,0.0383234486289166,0.0629095136622081,-4.69868889604053
"IL15",0.428178469945355,5.0048709375,2.09259077308297,0.038329114850497,0.0629144239851832,-4.69881456754023
"LOC101929761",0.319273688524588,4.973267734375,2.09212204547089,0.0383717556640883,0.0629788017005154,-4.69975967676618
"LINC00687",0.26802945355191,4.40022890625,2.09210078439364,0.0383736907810411,0.0629788017005154,-4.69980254141061
"LOC285556",0.526459562841529,2.2727134375,2.09182583018419,0.0383987238165018,0.0630154887080743,-4.70035684234613
"CLEC5A",0.282877568306009,2.606771015625,2.09173269100769,0.0384072067983362,0.0630250124814671,-4.7005445932076
"KBTBD8",0.382982103825136,3.678346484375,2.09169374606462,0.0384107543252967,0.0630264365655769,-4.70062309648874
"AP006222.2",0.277983989071036,4.91219015625,2.09132994453502,0.0384439069174101,0.0630764346492839,-4.70135636358325
"CTD-2541J13.1",0.140603551912567,1.86847609375,2.09098776909335,0.0384751112115863,0.0631232293315087,-4.70204593306658
"CCDC19",0.268356639344262,4.473132421875,2.09085426221815,0.0384872921212966,0.0631388094226754,-4.70231495437501
"CRYBB2 /// CRYBB2P1",-0.726499207650274,4.816477109375,-2.09076603917735,0.0384953432405808,0.0631476128482676,-4.7024927182707
"DEFB132",0.312706147540983,2.762883046875,2.09068285248112,0.0385029360759645,0.0631556633312425,-4.70266032782901
"ANKRD20A1 /// ANKRD20A12P /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20A5P /// ANKRD20A8P",0.453537513661202,2.304274609375,2.09048472008774,0.0385210257235485,0.0631809292202134,-4.70305951179911
"HLA-B",0.452313861566481,11.8421227604167,2.08997824101603,0.0385673008870645,0.0632524173254137,-4.70407977149636
"ETNK1",0.246939521857922,5.2125008984375,2.08980610925042,0.0385830388217643,0.0632738162800095,-4.70442646394377
"C17orf59",0.250268811475409,5.4164024609375,2.08972545863106,0.0385904145729948,0.0632814997390252,-4.70458889404863
"LOC728805",0.207864344262294,2.975165703125,2.08941659194325,0.0386186726076011,0.0633234230152522,-4.70521089646505
"APOC2 /// APOC4 /// APOC4-APOC2",0.18511609289617,12.012247109375,2.08924157068542,0.0386346930952134,0.063340966378519,-4.70556331993045
"AC011997.1 /// BC021693",0.259618989071038,2.193691015625,2.08924086382487,0.0386347578089385,0.063340966378519,-4.70556474321157
"JTB",0.132413752276863,10.9321346354167,2.08909229712633,0.0386483612931234,0.0633588525555351,-4.70586387593765
"CHRAC1",0.23080661202186,6.38157421875,2.08889473984137,0.0386664569694268,0.0633841000781237,-4.70626161833829
"OLFML2A",0.305472759562841,5.074735390625,2.08884078728189,0.0386714001337945,0.0633877852914381,-4.70637023500381
"LOC100132356",0.283593196721309,3.747849765625,2.08865011246184,0.0386888742221918,0.063412008481251,-4.70675407833341
"SPDL1",0.404956202185793,4.740645546875,2.08851095641608,0.0387016312385859,0.0634284974379165,-4.70703418967435
"C14orf2",0.211346475409835,9.565882109375,2.08840121346185,0.0387116943837475,0.0634405693914256,-4.70725508223029
"ARMCX5-GPRASP2 /// GPRASP2",0.268240655737702,8.060591875,2.08824285840343,0.0387262190971271,0.0634599507534613,-4.70757380297207
"LOC101929148",0.124130601092895,2.8236778125,2.08802406703449,0.038746294883227,0.0634884252231781,-4.70801412653651
"CHRDL2",0.2166193715847,3.928158671875,2.08793629528244,0.0387543511282355,0.0634972022665342,-4.70819075745237
"PDK4",-0.741525200364305,7.20434768229167,-2.08780502039373,0.0387664030523469,0.0635125243655057,-4.70845492065754
"LOC441259 /// POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL",-0.68509234972678,6.0022846875,-2.08772624986006,0.0387736362671802,0.0635199501987935,-4.70861342240018
"CRYBA2",0.204591448087431,2.309367890625,2.08759776358217,0.0387854371890699,0.0635348574095921,-4.70887194996693
